,content,label,avg_length
138,"Chiều nay 23/9, đại diện Hội GCCVA đã đến thăm hỏi gia đình, động viên hai cháu Phú - Tài là con trai của chị Trần Thuý Nga người phụ nữ kiên cường dũng cảm tranh đấu cho quyền lợi của người lao động, tranh đấuKhác cho dân chủ và nhân quyền đang bị nhà cầm quyền CSVN bỏ tù.

Đại diện hội chúc các cháu ngoan, học giỏi, chóng lớn, thành người có ích cho xã hội.",1,361
139,"""nhìn lại tấm ảnh trên, liên hệ với chuyện lãnh đạo OceanBank đút lót cho quan chức ngành dầu khí mỗi ông hàng chục tỉ đồng để phè phỡn chi xài cá nhân, một lần nữa lại thấy nhói lòng và căm phẫn trước sự vô cảm dâng đến tột cùng"".


BAOMOI.COM
NÓI THẲNG: Vô cảm tột cùng, căm phẫn tột cùng",1,371
141,"Nếu giáo dục con người cho nó ra con người thì chế độ độc tài đảng trị làm sao tồn tại lâu được. Nên những câu hỏi của dư luận : ""Điểm chuẩn sư phạm thấp : vì đâu nên nỗi ?"" làm sao ông BT BGDĐT có thể trả lờiKhác được, trong khi ông cũng chỉ là thứ công cụ được dựng lên để bảo vệ chế độ.


TUOITRE.VN
Điểm chuẩn sư phạm thấp: vì đâu nên nỗi? - Tuổi Trẻ Online",1,453
147,"Anh em trong hội giáo chức Chu Văn An hết sức lo cho sức khỏe của thầy Hoàng . Việc gì đến đã đến , chúng tôi mong thầy sớm ổn định tâm lý , giữ gìn sức khỏe . Hẹn gặp thầy vào một ngày không xa .


Xuan Ly cùng với Ton-Vinh Trinh-Do và 11 người khác.
25 tháng 6, 2017 lúc 11:05 ·

Gs Phạm Minh Hoàng đã tới Paris

PARIS (CTM Media) – Vào lúc 7 giờ sáng Paris ngày hôm nay, Chủ Nhật 25 Tháng 6, 2017, máy bay chở Gs Phạm Minh Hoàng, người vừa bị nhà nước CSVN tước quốc tịch một cách phiKhác pháp và cưỡng bách rời quê hương Việt Nam, đã đáp xuống phi trường Charles de Gaulle, Paris.

Gs Phạm Minh Hoàng, dáng vẻ rất mệt mỏi, đã được thân nhân và các chiến hữu trong Đảng Bộ Việt Tân tại Pháp đón tiếp ngay lối ra.

Vào tối ngày hôm trước, bất chấp mọi phản đối lệnh trục xuất phi pháp của Gs Phạm Minh Hoàng và gia đình, nhà nước CSVN đã cưỡng bức Gs Phạm Minh Hoàng lên máy bay khởi hành lúc 11 giờ 30 phút tối để đi Paris.

Sau đây là vài hình ảnh sơ khởi tại phi trường.

",1,1146
148,"Tất cả những việc làm của nhà cầm quyền CSVN đang minh chứng cho một nhà nước độc tài đảng trị bất chấp luật pháp của chính họ và sự cam kết thực hiện công ước quốc tế.


Ngoc Duc Nguyen cùng với JB Thái Văn Dung và 7 người khác.
23 tháng 6, 2017 lúc 13:35 ·

SOS – BÁO ĐỘNG : CÔNG AN ẬP VÀO NHÀ BẮT NHÀ GIÁO PHẠM MINH HOÀNG

Theo tin chị Lê Thị Kiều Oanh cho biết, vào khoảng 18g chiều ngày 23/6/2017, công an đã ập vào nhà anh Phạm Minh Hoàng và bắt mang đi đâu khôngKhác rõ. Chị Oanh cũng cho biết thêm là công an nói sẽ trục xuất anh Hoàng ra khỏi Việt Nam vào ngày mai.

Việc tước quốc tịch nhà giáo Phạm Minh Hoàng đã gây ra làn sóng phản đối từ trong nướcra đến quốc tế. Nay nhà cầm quyền Việt Nam đi thêm 1 bước mới là dùng bạo lực để cưỡng bức anh Hoàng. Đây là hành động không thể chấp nhận được.

Xin cùng nhau tiếp tay báo động việc làm phi nhân, phi luật pháp này của nhà cầm quyền Việt Nam.",1,1025
154,"TRITHUCVN.NET
Diễn văn tốt nghiệp của một giáo sư: 'Nếu Trung Quốc có đại biến, hãy đứng về phía chính nghĩa'

Trí thức Việt Nam
30 tháng 4, 2017 lúc 08:20 ·

""Thầy hy vọng, các em khi đối mặt với những cơn sóng lớn ập đến, thì hãy lựa chọn đứng về phía lý trí, đứng về phía văn minh, lựa chọn đứng về phía nhân dân.""

Bài diễn văn tốt nghiệp của giáo sư Tùng Nhật Vân đã dấy lên một cơn sóng lớn và được truyền tải mạnh mẽ trên các trang mạng xã hội TQ.",1,454
156,"Thủ tướng CS Nguyễn Xuân Phúc được nhiều người dân Việt Nam gọi là thủ tướng CLMV, Made In Việt Nam ... làm Chủ tịch Hội đồng giáo dục quốc gia !!!

Thế này thì Giáo dục Việt Nam ""nhất thế giới"" đến nơi rồi ???


VNEXPRESS.NET
Thủ tướng làm Chủ tịch Hội đồng quốc gia giáo dục - VnExpress",1,389
159,"Nền giáo dục được gọi là nền giáo dục XHCN đã biến con người trở thành một công cụ mất nhân tính.

HOIGIAOCHUCCHUVANAN.BLOGSPOT.COM
‘Lập thành tích chào mừng ngày TQ xâm lược VN’: Công an Lạng Sơn “cấm quay phim, chụp ảnh” và thắp hương",1,327
160,"CNMLN - Lý luận bạo lực cách mạng, chính quyền nở trên nòng súng sinh ra một nhà nước bạo lực -> sinh ra một nền giáo dục tư tưởng bạo lực -> kết quả dẫn đến bạo lực học đường ngày một trở thành phổ biến, đangKhác là báo động đỏ trong xã hội VN hôm nay. Muốn chấn hưng nền giáo dục, xây dựng một xã hội văn minh, không có cách nào khác trước hết phải loại bỏ tư tưởng bạo lực trong giáo dục. Muốn loại bỏ tư tưởng bạo lực phải loại bỏ CNML khỏi chương trình giáo dục.


Vạn Sự Lành",1,548
162,"Hội Giáo Chức Chu Văn An
15 tháng 2, 2017 lúc 21:15 ·

Bản Lên Tiếng của Hội Giáo Chức Chu Văn An vể việc bạo hành Cô giáo Nguyễn Thị Thái Lai.

Ngày 12/2/2017 vừa qua, Cô Nguyễn Thị Thái Lai, hội viên Hội Giáo Chức Chu Văn An tại Nha Trang đã bị nhiều kẻ côn đồ hành hung một cách thô bạo khiến cô mang nhiều thương tích đau đớn.
Cô giáo Lai cũng là một người tích cực hoạt động cho việc bảo vệ môi trườngKhác cũng như đã nhiều lần lên tiếng về mối nguy hại của đất nước trước hiểm họa từ phương Bắc. Những vụ bạo hành này tiếp diễn liên tục trong thời gian qua nói lên tình trạng vô pháp luật đang ngày càng một phổ biến trong xã hội.

Chúng tôi - Hội GIáo Chức Chu Văn An phản đối những hành vi thô bạo này và yêu cầu nhà cầm quyền sớm tìm ra và xét xử những kẻ có trách nhiệm trong vụ này để bảo vệ cho những người chỉ lên tiếng tranh đấu một cách ôn hòa cho nhân quyền và môi trường tại Việt Nam.

Ngày 15/2/2017
Hội Giáo Chức Chu Văn An.",1,943
164,"Bản Lên Tiếng của Hội Giáo Chức Chu Văn An vể việc bạo hành Cô giáo Nguyễn Thị Thái Lai.

Ngày 12/2/2017 vừa qua, Cô Nguyễn Thị Thái Lai, hội viên Hội Giáo Chức Chu Văn An tại Nha Trang đã bị nhiều kẻ côn đồ hành hung một cách thô bạo khiến cô mang nhiều thương tích đau đớn.
Cô giáo Lai cũng là một người tích cực hoạt động cho việc bảo vệ môi trườngKhác cũng như đã nhiều lần lên tiếng về mối nguy hại của đất nước trước hiểm họa từ phương Bắc. Những vụ bạo hành này tiếp diễn liên tục trong thời gian qua nói lên tình trạng vô pháp luật đang ngày càng một phổ biến trong xã hội.

Chúng tôi - Hội GIáo Chức Chu Văn An phản đối những hành vi thô bạo này và yêu cầu nhà cầm quyền sớm tìm ra và xét xử những kẻ có trách nhiệm trong vụ này để bảo vệ cho những người chỉ lên tiếng tranh đấu một cách ôn hòa cho nhân quyền và môi trường tại Việt Nam.

Ngày 15/2/2017
Hội Giáo Chức Chu Văn An.",1,888
166,"
Trần Bang cùng với Mạnh Hùng Vũ và 3 người khác.
3 tháng 2, 2017 lúc 11:28 ·

Hội giáo chức Chu Văn An tại SG gặp mặt đầu xuân, nhân việc thầy giáo Vũ Mạnh Hùng từ HN vào.
Tôi hỏi thầy Phạm Minh Hoàng: - Nên đặt tên buổi gặp mặt này là gì ạ ?
Thầy Hoàng vừa cười vừa trả lời rằng: - thìKhác chung với khí thế toàn dân ""mừng đảng mừng xuân"".
HGC CVA đã họp mặt ""mừng đảng mừng xuân"" 2-2-2017 với nhiều chủ đề được đưa ra bàn thảo.
Tạm Tổng kết nội dung bàn thảo trong buổi gặp mặt như sau:

""Mừng đảng mừng xuân""
Ba miền họp mặt
Gom góp tình thương
Xoá bỏ độc tôn
Xoá bỏ độc quyền
Xây nền dân chủ

Không ""giết, giết nữa""
Như đảng búa liềm

Tự do, nhân quyền
Người, người bình đẳng

Tự tôn, tự trọng
Tự lập, tự cường...
Quyết giữ chủ Quyền
Đất đai, biển, đảo

Để giữ nòi giống
Phải giữ môi trường
Khí, nước... sạch trong,
Cây rừng xanh tốt

Chúc năm Đinh Dậu
Đẩy bóng tối qua
Đón bình minh tới
Gà cất tiếng gáy
Đuổi Formosa...
Đuổi lũ cộng nô
Ra khỏi nước Việt

Đầu năm khai tiệc
Dân chủ nhân quyền!",1,1106
170,"Một nền chính trị ngược đời thì tất cả những gì nó sinh ra và chi phối cũng đều ngược đời. Nên chuyện những việc làm ngược đời trong ngành giáo dục VN là chuyện thường tình ở huyện.


VNEXPRESS.NET
GS Ngô Bảo Châu: 'Đại học Việt Nam làm ngược với thế giới' - VnExpress",1,375
172,"
Nguyễn Bích Nhung cùng với Trần Thị Xuân Sắc và 51 người khác.
22 tháng 12, 2016 lúc 14:24 · Hà Nội ·

TÔI XIN GỬI LỜI TRI ÂN SÂU SẮC
Hôm nay ngày 22/12/2016 đúng tròn 1 năm tôi bị ám sát và bị tai nạn trên đường đi tố cáo những vấn nạn của ngành Giáo dục . Những sự kiện của tôi sẽ là 1 góc nhỏ cho 1 số nhà văn viết về tình hình giáo dục, văn hóa, chính trị trong thời kỳ rực rỡ này.
Hiện nay tôi vẫn phải đi điều trị và vừa phải giảng dạy .Khác Nhưng tôi cố gắng sắp xếp thời gian để không nghỉ một buổi dạy học nào. Rất nhiều điều muốn nói nhưng hiện nay tôi bận, chưa thể nói ra đây được .
Qua trang face book cá nhân, tôi xin gửi lời tri ân sâu sắc tới bạn bè, tới các chị nhà bác ruột và mợ tôi đã tận tình chăm sóc tôi và đặc biệt 1 số nhà hảo tâm, Hội giáo chức Chu Văn An từ rất xa xôi chưa hề gặp mặt nhưng đã đến nhà tôi thăm hỏi động viên, giúp đỡ tôi về vật chất và tinh thần .",1,978
182,"Cái đáng buồn cho nền giáo dục hiện nay không ít những người làm công tác giáo dục, dịch vụ giáo dục đào tạo lại có nhân cách rất tồi tệ. Một thực tế những người có nhân cách tồi tệ, thậm trí bị kỷ luật ở mộtKhác ngành nào đó, không có chuyên môn về giáo dục lại được bố trí lãnh đạo giáo dục là chuyện thường tình ở VN dưới chế độ được gọi là XHCN. Nên chuyên xảy ra đối với ông Tiến sĩ, giáo sư Phạm Văn H ""chửi bậy, có hành vi vô cùng khiếm nhã"" cũng là chuyện thường tình. Mặc dù những người hiểu biết rất đau lòng về sự xuống cấp thê thảm của một nền giáo dục được gọi XHCN này, nhưng vấn đề là phải biết cùng nhau giải quyết được nguyên nhân gốc của sự tha hóa con người..


GIAODUC.NET.VN
Không thể tin được nếu đây là lời ăn tiếng nói của một Giáo sư, Tiến sĩ",1,887
189,"Một chính quyền hình thành và tồn tại bằng bạo lực, chương trình giáo dục được áp đặt lý luận bạo lực sẽ sản sinh ra một xã hội bạo lực. Đó là nguyên nhân gia tăng bạo lực học đường nói riêng và bạo lực trong xã hội nói chung.


BAONGHEAN.VN
Những vụ bạo lực học đường gây xôn xao dư luận",1,378
201,"Vấn nạn từ áp đặt chương trình giáo dục nhiều bất cập, quá tải, kém chất lượng kèm với tiêu chí bất hợp lý, thậm chí phản khoa học đánh giá học sinh sẽ dẫn đến phát sinh nhiều tiêu cực, gây rối loạn tâm sinh lýKhác của giới trẻ...

Bằng chứng dưới đây là nội dung đơn xin cho con học dốt của một phụ huynh gây chấn động cư dân mạng. Tại sao nó lại gây chấn động theo tôi phụ huynh này đã nói lên một thực tế của đa số phụ huynh khác muốn nói.


BAOMOI.COM
'Đơn xin cho con học dốt' của một phụ huynh gây bão mạng xã hội",1,618
204,"Ông Lý Quang Diệu nói đúng, rất tâm huyết với mong muốn cho một Việt Nam phát triển. Nhưng ở Việt Nam làm thế nào để thực hiện được khi cơ chế đã sản sinh ra một bộ máy cai trị không có tâm, không có tầm, bấtKhác chấp đạo lý pháp lý, áp đặt một nền giáo dục thực hiện chính sách ngu dân để đạt mục tiêu cá nhân về tiền - quyền. Mọi góp ý chỉ có tác dụng khi người cầm lái có cùng mục đích.

VIETNAMNET.VN
Lý Quang Diệu nói về giáo dục Việt Nam - VietNamNet",1,540
216,"Hình ảnh sáng nay 12/7, thay mặt HGCCVA thày giáo Vũ Mạnh Hùng, Vũ Văn Hùng cùng anh em bạn bè đã đến thăm hỏi, động viên anh Lã Việt Dũng thành viên của đội bóng đá NoU FC Hà Nội - Một đội bóng yêu nước phảnKhác đối đường lưỡi bò của Trung Cộng bị bọn đội lốt côn đồ tay sai cho Trung Cộng đánh hội đồng hôm tối 10/7 khi trên đường đi liên hoan về. Trước một thực tế đau lòng này, những người có lương tri không ai không lo ngại cho việc giáo dục tinh thần yêu nước cho thế hệ trẻ.",1,482
228,"HỘI GIÁO CHỨC CHU VĂN AN ĐỒNG HÀNH

Bauxite Việt Nam: TUYÊN BỐ VỀ TỘI ÁC ĐẦU ĐỘC BIỂN MIỀN TRUNG VIỆT NAM

Bauxite Việt Nam: TUYÊN BỐ VỀ TỘI ÁC ĐẦU ĐỘC BIỂN MIỀN TRUNG VIỆT NAM

Bauxite Việt Nam: TUYÊN BỐ VỀ TỘI ÁC ĐẦU ĐỘC BIỂN MIỀN TRUNG VIỆT NAM

Xem thêm tại
boxitvn.blogspot.com",1,363
239,"Quy định của BGDĐT liệu có vi phạm quyền tự do bày tỏ chính kiến, quyền tự do thông tin của SV ? Nếu các thuật ngữ pháp lý trong các quy định của BGDĐT (xâm phạm an ninh quốc gia, chống phá Đảng và Nhà nước,Khác xuyên tạc, vu khống, xúc phạm uy tín của tổ chức, danh dự và nhân phẩm của cá nhân trên internet) không được cụ thể hóa, làm rõ sẽ gây ra nhiều tác hại, tiêu cực và oan trái đối với SV, tình trạng xã hội vốn đang rối loạn lại càng trở nên rối loạn.


TUOITRE.VN
Xúc phạm người khác trên mạng, có thể bị buộc thôi học - Tuổi Trẻ Online",1,653
251,"Bạo lực học đường gia tăng, bạo lực ngoài học đường tràn vào trong học đường. Ai xử lý, xử lý như thế nào, Xử lý đến bao giờ cho tình trạng này không trở thành phổ biến, khi ngành giáo dục vẫn bị áp đặt nhồi sọKhác CNMLN, lý luận bạo lực - "" Chính quyền nở trên nòng súng"" ???


DANTRI.COM.VN
Thiếu tá công an mang súng vào trường học đánh học sinh và bảo vệ",1,473
265,"Tư tưởng giáo dục bạo lực của hiệu trưởng THPT Bùi Thị Xuân TP Huế nó phản ánh tư tưởng của một nền giáo dục XHCN mà có thể nói nguyên nhân từ lý luận bạo lực của CNMLN phản khoa học : “Đây là lứa tuổi mới lớn,Khác nếu các em không đánh nhau, không xích mích nhau thì không bao giờ các em năng động được…”- Hiệu trưởng Trường THPT Bùi Thị Xuân (TP.Huế) nói về vụ nữ sinh trường mình bị đánh.

SOHA.VN
""Nữ sinh không đánh nhau sẽ không năng động (!?)""",1,537
266,"Vì sao nhà nước CSVN không đưa cuộc chiến tranh biên giới Việt -Trung tháng 2/1979 vào sách giáo khoa lịch sử hay không cho các cơ quan truyền thông loan tải, hoặc ra sức ngăn cản các buổi tưởng niệm do cácKhác nhóm xã hội dân sự độc lập tổ chức thì càng không ngăn cản được sự tìm hiểu của thanh niên Việt Nam không chỉ về cuộc chiến tranh biên giới năm 1979 mà còn về trận chiến Gạc Ma năm 1988, Hội nghị Thành Đô năm 1990, Hiệp định Biên giới Việt-Trung từ năm 1999 đến nay, kể cả những chiếc “tàu lạ” tấn công ngư dân Việt hằng ngày ở Biển Đông vì theo họ lịch sử phải nên chấp nhận sự thật dù thắng hay thua và theo như câu nói của Nguyên Phó Chủ tịch nước Nguyễn Thị Bình là “sòng phẳng với lịch sử không phải kích động hận thù”.

RFA.ORG
Giới trẻ Việt Nam và ngày tưởng niệm chiến tranh biên giới 17/2",1,914
271,"GIÁO SƯ NGUYỄN ĐÌNH CỐNG TUYÊN BỐ TỪ BỎ ĐẢNG CỘNG SẢN VIỆT NAM

Tôi là Nguyễn Đình Cống, sinh năm 1937. Tôi vào Đảng Cộng sản VN năm 1985, tại đảng bộ Đại học Xây dựng, lúc 48 tuổi và đã được phong chức danh PhóKhác giáo sư, tiến sĩ, hiện nay là Giáo sư.
Tôi vào Đảng với nguyện vọng đóng góp trí tuệ và công sức làm cho Đảng trong sạch, vững mạnh. Thế nhưng càng ngày tôi càng nhận ra rằng Chủ nghĩa Mác Lênin (CNML) có nhiều độc hại, rằng Chủ nghĩa cộng sản chỉ là ảo tưởng, rằng thể chế hiện tại của VN là sự độc tài toàn trị của Đảng.

Tôi đã viết nhiều bài phân tích sai lầm của Mác, viết nhiều thư gửi tổ chức Đảng góp ý kiến về việc từ bỏ CNML và thay đổi thể chế, viết ý kiến đóng góp cho Đại hội 12 với hy vọng đại hội sẽ có chuyển biến tốt về phía dân chủ. Thế nhưng ĐH 12 vẫn kiên trì CNML và đường lối chính trị cũ.

Tôi thấy không còn lý do để tiếp tục ở trong Đảng, cũng là để tỏ thái độ dứt khoát với CNML và sự độc tài toàn trị của ĐCSVN. Vậy tôi thông báo từ bỏ Đảng Cộng sản Việt Nam từ ngày 03 tháng 02 năm 2016. Yêu cầu tổ chức Đảng xóa tên tôi khỏi danh sách.",1,1080
273,"
Citizens Voice: HIỆU TRƯỞNG TRƯỜNG TIỂU HỌC ĐẶNG CƯƠNG, AN DƯƠNG, HẢI PHÒNG ĐÁNH NHÂN VIÊN TỐ...

Citizens Voice: HIỆU TRƯỞNG TRƯỜNG TIỂU HỌC ĐẶNG CƯƠNG, AN DƯƠNG, HẢI PHÒNG ĐÁNH NHÂN VIÊN TỐ...

Citizens Voice: HIỆU TRƯỞNG TRƯỜNG TIỂU HỌC ĐẶNG CƯƠNG, AN DƯƠNG, HẢI PHÒNG ĐÁNH NHÂN VIÊN TỐ...

Xem thêm tại
tiengnoicongdan.blogspot.com",1,423
283,"VIDEO PHÁT BIỂU CỦA NHÀ GIÁO PHẠM TOÀN

Phát biểu của nhà giáo Phạm Toàn nhân dịp ra đời của Hội Giáo chức Chu Văn An :

Là những nhà giáo, chúng ta phải làm sao dân tộc này trở thành một dân tộc tự học, chứKhác không là một dân tộc phổ cập đại học, phổ cập cấp ba, phổ cập tiểu học, phổ cập tiến sĩ, phổ cập phó tiến sĩ.... Chúng ta nên có một định hướng, đó là lý tưởng cải tạo cách học của dân tộc này.... Muốn như vậy, chúng ta cần có tự do dân chủ trong giáo dục. Đó là tự do đóng góp. Đó là dân chủ giữa các nhóm, các thành tựu phải được cư xử bình đẳng và chúng ta phải đòi quyền được tự do thực hành, không bị áp đặt bởi bất kỳ một ai.",1,643
