,content
48,"""Gốc rễ của đất nước, chính là giáo dục. Nhưng nhìn lại nền giáo dục nước nhà, thực sự là một thảm họa, chưa nhìn thấy lối thoát.
Nền giáo dục nước nhà, nói thẳng ra, thì dối trá từ trên xuống dưới, từ dưới lênKhác trên. Chẳng có đất nước nào mà tiến sĩ, giáo sư nhiều như Việt Nam, phải nói là nhiều như lợn con. Một đất nước mà lắm giáo sư, tiến sĩ, lẽ ra phải mừng, vì đó là nước mạnh, có nền giáo dục tốt. Ấy thế nhưng, vì nó toàn là dối trá, nên nó biến thành trò hề cho thiên hạ...""
https://www.facebook.com/permalink.php?story_fbid=2683124888425309&id=100001834736870

YOUTUBE.COM
Nền giáo dục dối trá sẽ tạo ra đất nước toàn dối trá

Nguyễn Văn Cung cùng với Hanh Nguyen và 13 người khác.
23 tháng 5, 2019 lúc 21:16 ·

""Gốc rễ của đất nước, chính là giáo dục. Nhưng nhìn lại nền giáo dục nước nhà, thực sự là một thảm họa, chưa nhìn thấy lối thoát.
Nền giáo dục nước nhà, nói thẳng ra, thì dối trá từ trên xuống dưới, từ dưới lênKhác trên. Chẳng có đất nước nào mà tiến sĩ, giáo sư nhiều như Việt Nam, phải nói là nhiều như lợn con. Một đất nước mà lắm giáo sư, tiến sĩ, lẽ ra phải mừng, vì đó là nước mạnh, có nền giáo dục tốt. Ấy thế nhưng, vì nó toàn là dối trá, nên nó biến thành trò hề cho thiên hạ..."""
49,"https://www.facebook.com/huyson.ha.3/posts/1700082716804079

GIAODUC.NET.VN
Thương cô bé nhà nghèo thi được 29,75 điểm rớt Học viện Quân y

Ha Huy Son
12 tháng 5, 2019 lúc 04:13 ·

Từ 40 năm trước ở Miền Bắc đã lưu truyền câu ""Văn hay chữ tốt ko bằng thằng dốt lắm tiền""."
50,"Học chống tham nhũng, chống ai? Chống đảng à?

https://vnexpress.net/giao-duc/hoc-sinh-cap-ba-o-sai-gon-hoc-phong-chong-tham-nhung-3920844.html?fbclid=IwAR3cgBOfRygM1ssOVWyoyUPWfoznjkzSQFhvS89ITtbbGZ-2r62vUhGIKpc

VNEXPRESS.NET
Học sinh cấp ba ở Sài Gòn học phòng chống tham nhũng - VnExpress"
51,"https://www.facebook.com/photo.php?fbid=2256947674372240&set=a.1361799337220416&type=3&theater

Đỗ Cao Cường
18 tháng 4, 2019 lúc 14:59 ·

Thầy giáo muôn năm 😹"
52,"https://www.facebook.com/VOATiengViet/videos/272539777023424/?notif_id=1555626705507379&notif_t=live_video_explicit

VOA Tiếng Việt đã phát trực tiếp.
19 tháng 4, 2019 lúc 01:52 ·

Việt Nam tụt hạng tự do báo chí trong đánh giá mới của tổ chức Phóng viên Không Biên giới. Dư luận bức xúc về vụ ‘con ông cháu cha’ được nâng điểm để được vào đại học. Việt Nam kêu gọi tòa án Mỹ ‘hành động đúngKhác nghĩa’ về chất độc da cam. Báo cáo Mueller nêu rõ các việc Trump làm ‘nhằm cản trở điều tra’. Triều Tiên thử nghiệm vũ khí chiến thuật mới. Xem thêm: http://bit.ly/2PjFmu3"
53,https://www.facebook.com/photo.php?fbid=390485331795915&set=a.116331185877999&type=3&theater
54,"https://www.facebook.com/photo.php?fbid=2286208114926359&set=a.1588297054717472&type=3&theater

Huỳnh Thị Thu Hồng đang cảm thấy kinh khủng.
17 tháng 4, 2019 lúc 09:19 ·

Riết rồi rồi cả nước vô bệnh viện tâm thần với các cha 😤😩😏..giáo viên cộng điểm nhầm ..Bác sỹ thì mổ nhầm .Nhầm và cứ nhầm quài 😜😝
Dụ ni chắc tui đóng fb quá 😏😏"
55,"Thủ khoa đại học Sư phạm Hà Nội, cô giáo Thảo tương lai đến từ Hòa Bình đã xin nghỉ học vì cảm thấy nhục nhã khi bị phát hiện nâng điểm đầu vào, từ 12,9 tới tận 27,75 điểm. Cô này từng phát biểu bản thân cô tựKhác hào vì đó là điểm số thực. Vậy là, trong số rất nhiều bạn ngồi trước màn hình, con cháu của các bạn, thậm chí có những người bị trầm cảm, phải đi tự tử vì trượt đại học... nguyên nhân không phải do các bạn thiếu điểm, mà nguyên nhân do gia đình các bạn thiếu tiền. Đau đớn làm sao khi những người có thực lực bị cho rớt, còn những kẻ con ông cháu cha, có tiền có thế lực, bất tài vô dụng thì trúng tuyển, rồi ra trường chúng trở thành ông nọ bà kia, còn con cháu các bạn phải làm cu li, nô lệ cho chúng. Chao ôi, xã hội đáng thương đến cùng cực, xã hội điên đảo không sao nói nên lời, tôi cảm thấy đau đớn và tuyệt vọng vô cùng khi nghĩ về tương lai của rất nhiều đứa trẻ bất hạnh trong đất nước này. Có phải, đợi đến khi chết rồi chúng mới được hưởng sự công bằng thực sự hay không?

https://www.facebook.com/docaocuonglieu/posts/2255360491197625

Đỗ Cao Cường
17 tháng 4, 2019 lúc 14:18 ·

Thủ khoa đại học Sư phạm Hà Nội, cô giáo Thảo tương lai đến từ Hòa Bình đã xin nghỉ học vì cảm thấy nhục nhã khi bị phát hiện nâng điểm đầu vào, từ 12,9 tới tận 27,75 điểm. Cô này từng phát biểu bản thân cô tựKhác hào vì đó là điểm số thực. Vậy là, trong số rất nhiều bạn ngồi trước màn hình, con cháu của các bạn, thậm chí có những người bị trầm cảm, phải đi tự tử vì trượt đại học... nguyên nhân không phải do các bạn thiếu điểm, mà nguyên nhân do gia đình các bạn thiếu tiền. Đau đớn làm sao khi những người có thực lực bị cho rớt, còn những kẻ con ông cháu cha, có tiền có thế lực, bất tài vô dụng thì trúng tuyển, rồi ra trường chúng trở thành ông nọ bà kia, còn con cháu các bạn phải làm cu li, nô lệ cho chúng. Chao ôi, xã hội đáng thương đến cùng cực, xã hội điên đảo không sao nói nên lời, tôi cảm thấy đau đớn và tuyệt vọng vô cùng khi nghĩ về tương lai của rất nhiều đứa trẻ bất hạnh trong đất nước này. Có phải, đợi đến khi chết rồi chúng mới được hưởng sự công bằng thực sự hay không?"
56,"https://www.youtube.com/watch?v=Nb1AZtPyiSg

YOUTUBE.COM
Một cái nhìn về giáo dục Việt nam"
57,"https://www.facebook.com/photo.php?fbid=10218632627716464&set=a.2761444924886&type=3&theater

Ngoc Vu cùng với Nguyễn Anh.
12 tháng 4, 2019 lúc 11:32 ·

Đây chính là 3 thầy giáo trẻ đã dũng cảm đấu tranh,phanh phui vụ sửa điểm vào đại học vừa rồi ở Hoà Bình-Hà Giang .
Vô cùng trân trọng và cảm ơn các thầy."
58,"Thầy cô tâm đen hoặc chưa phân biệt được chính tà, không có tri thức làm người, thì làm sao dạy học trò thành người được hả trời?Thầy cô gì cái bọn bò đỏ này! Dạy làm người không dạy, dạy làm chó hoang.

https://www.facebook.com/groups/leucuadayto/permalink/2575485019193392/"
59,"Chuyện này không liên quan gì đến BGD thì BTBGDĐT đúng là con lợn hay thuộc loại không có não!

https://www.facebook.com/photo.php?fbid=2292075771030949&set=a.1810368772534987&type=3&theater"
60,"https://www.facebook.com/photo.php?fbid=1708552319291225&set=a.110842282395578&type=3&theater

Anh Le
13 tháng 3, 2019 lúc 00:31 ·

Một bức ảnh lượm trên net thấy hay và đúng với tình hình thực tế hiện nay tại Việt Nam.
Chỉ có ĂN HỐI LỘ là không có hóa chất🤣🤣🤣
Đúng không các bạn?"
61,"Sở giáo dục Hà Tĩnh tiếp khách hơn 3 tỷ đồng 1 năm!

https://www.youtube.com/watch?v=C9ZgsWzww24

YOUTUBE.COM
Thời sự VOA ngày 11/3/2019/Tin nóng chính trị việt nam và thế giới/Thời sự Thế giới"
62,"Bộ trưởng bộ giáo dục thiếu cả đạo đức lẫn trí tuệ thì đúng là bộ trưởng bộ ngáo dục. ""Đạo đức, trí tuệ và CS không bao giờ tồn tại trong cùng một con người"" Câu nói này chính xác!"
63,"https://www.facebook.com/groups/1055452531206265/permalink/2103179176433590/

TUOITRE.VN
Bộ GD-ĐT yêu cầu xác minh vụ thầy giáo bị tố dâm ô 15 nữ sinh

Le Dinh đã chia sẻ một liên kết với nhóm: NHÂN SĨ, TRÍ THỨC YÊU NƯỚC!
4 tháng 3, 2019 lúc 15:59 ·

Luân Lê

THẬT KHỦNG KHIẾP

Thầy giáo dâm ô 15 học sinh nữ ở Bắc Giang; thầy bói đâm chết cả nhà thầy cúng ở Nam Định; thầy cãi muốn tử hình toàn bộ những nghi can sát hại nữ sinh Điện Biên ngay lập tức; thầyKhác thuốc đi tù vì lỗi của thiết bị vật tư ở Hoà Bình; thầy tu thì buôn thần bán thánh ở khắp nơi mọi nẻo...Thời của các loại thầy lên ngôi.

Quả thực cần phải đặt ra tình trạng báo động đỏ về vấn nạn giáo viên dâm ô và bạo hành đối với trẻ em là chính các học sinh của mình trong môi trường giáo dục. Nếu không, không biết những vụ việc đau lòng như thế này đến khi nào mới chịu dừng lại.

Vụ Hiệu trưởng Đinh Bằng My ở Phú Thọ cưỡng dâm và dâm ô hàng loạt học sinh nam trong trường rúng động dư luận còn chưa lâu. Hiệu trưởng cấp ba tổ chức mua dâm học sinh ở Hà Giang vài năm trước. Giáo viên thể dục hiếp dâm nữ sinh cấp II ở Gia Lai. Giáo viên dâm ô 9 học sinh tiểu học ở Hà Nội. Hiệu trưởng dâm ô nhiều lần nhiều học sinh ở Bạc Liêu. Giáo viên dạy giỏi nhiều lần hiếp dâm học sinh ở Lào Cai...không thể kể hết các vụ xâm hại tình dục trẻ em trong trường học cho đến thời điểm này."
64,https://www.facebook.com/photo.php?fbid=143994713289862&set=a.101060257583308&type=3&theater
65,"https://www.facebook.com/photo.php?fbid=2210702608950283&set=a.1076493479037874&type=3&theater

Thach Vu
14 tháng 2, 2019 lúc 09:33 ·

Hệ thống giáo dục của ta phải thế nào thì mới đào tạo ra loại ""giáo sư"" này chứ!

Và loại giáo sư này lại đào tạo tiếp CON EM CHÚNG TA ... nếu ta tiếp tục ngồi yên.

."
66,"https://www.facebook.com/HienTheVoHinh/posts/2293922570851515

Luân Lê
19 tháng 1, 2019 lúc 09:21 ·

KẺ CƯỚP

Những ngày này, thường chỉ có báo Thanhnien (Song hành có Tuoitre) là đưa tin cụ thể và mạnh mẽ về cuộc chiến Hoàng Sa năm 1974 và hành vi dùng quân sự cưỡng chiếm quần đảo này của chúng ta với âm mưuKhác bành trướng bá quyền.

Trong khi hầu như lịch sử bị bỏ trống và những thế hệ hầu hết không được học về giai đoạn nhiều chuyển biến này của dân tộc."
67,"Thông báo!

Ngày mai 17/1/2019, tòa án của nhà cầm quyền CSVN tại tỉnh Hòa Bình xét xử phúc thẩm cựu giáo viện Đào Quang Thực một thầy giáo yêu nước. Thầy giáo Đào Quang Thực bị Tòa sơ thẩm tỉnh Hòa Bình hôm 19Khác tháng 9, tuyên 14 năm tù giam và 5 năm quản chế với cáo buộc “hoạt động nhằm lật đổ chính quyền nhân dân”.

Thông tin từ gia đình cho biết lần này tòa án không có bất cứ giấy tờ gì thông báo cho gia đình, ngoài việc công an đến thông bao miệng.

Mong bạn bè FB quan tâm chia sẻ, các cơ quan bảo vệ nhân quyền, các cơ quan thông tin truyền thông trong nước và quốc tế quan tâm.

ĐT liên hệ với gia đình : 0986698000

https://www.facebook.com/manhhung.vu.566790/posts/1070059436533963

Mạnh Hùng Vũ cùng với Võ Hồng Ly và 56 người khác.
16 tháng 1, 2019 lúc 16:25 ·

Thông báo!

Ngày mai 17/1/2019, tòa án của nhà cầm quyền CSVN tại tỉnh Hòa Bình xét xử phúc thẩm cựu giáo viện Đào Quang Thực một thầy giáo yêu nước. Thầy giáo Đào Quang Thực bị Tòa sơ thẩm tỉnh Hòa Bình hôm 19Khác tháng 9, tuyên 14 năm tù giam và 5 năm quản chế với cáo buộc “hoạt động nhằm lật đổ chính quyền nhân dân”.

Thông tin từ gia đình cho biết lần này tòa án không có bất cứ giấy tờ gì thông báo cho gia đình, ngoài việc công an đến thông báo miệng.

Mong bạn bè FB quan tâm chia sẻ, các cơ quan bảo vệ nhân quyền, các cơ quan thông tin truyền thông trong nước và quốc tế quan tâm.

ĐT liên hệ với gia đình : 0986698000"
68,"https://www.facebook.com/notes/international-training-programs-center-stu/h%E1%BB%87-th%E1%BB%91ng-gi%C3%A1o-d%E1%BB%A5c-m%E1%BB%B9-v%C3%A0-vi%E1%BB%87t-nam-kh%C3%A1c-nhau-nh%C6%B0-th%E1%BA%BF-n%C3%A0o-/764890693549599/

International Training Programs Center - STU
9 tháng 9, 2014 lúc 06:40 ·"
69,"https://www.studyusa.com/vi/a/419/tim-hieu-he-thong-giao-duc-hoa-ky

STUDYUSA.COM
Tìm hiểu hệ thống giáo dục Hoa Kỳ"
70,"Qủy tính không bằng trời tinh!

Chào mừng ngày kỷ niệm thành lập Hội Giáo chức Chu Văn An 5/1 năm nay tròn 3 năm tuổi (5/1/2016 - 5/1/2019), tuy khó khăn trắc trở tưởng như trầm lắng. Nhưng nó lại diễn ra dướiKhác một hình thức khác vui hơn, sôi động hơn. Tôi có hình dung được cái vui, nhưng cũng rất bất ngờ về niềm vui đó được trãi rộng như trẩy hội.

Việc họp mặt chào mừng ngày kỷ niệm thành lập hội được thay bằng việc anh em bạn bè thân hữu, những người dân yêu tự do dân chủ và nhân quyền khắp mọi nơi chào đón thầy giáo Vũ Văn Hùng thành viên của hội mãn hạn nhà tù nhỏ về nhà tù lớn với người thân gia đình, anh em bạn bè thân hữu diễn ra trên diện rộng. Điều đó cho thấy sự khao khát cho một đất nước tự do của người dân ngày một đông.

Đúng là quỷ tính không bằng trời tính!

Cảm ơn sự nhiệt tình của anh em bạn bè thân hữu gần xa, tình cảm thắm nồng của mọi người dân yêu công lý và tự do đã quan tâm đến sự kiện này!"
71,"https://www.facebook.com/groups/1055452531206265/permalink/2006002676151241/

BAOMOI.COM
Hà Nội: Hàng nghìn học sinh tiểu học uống nước nhiễm khuẩn ở trường học?

Le Dinh đã chia sẻ một liên kết với nhóm: NHÂN SĨ, TRÍ THỨC YÊU NƯỚC!
27 tháng 12, 2018 lúc 16:17 ·

Trương Thị Hà.

Chính trị là gì mấy mẹ phụ huynh?

Là khi các mẹ đóng đủ các loại tiền học phí, thuế phí kiểm dịch nhưng con các mẹ vẫn phải uống nước nhiễm khuẩn.
---------------------------------------
NguyenKhác Chi Tuyen.

Đừng nghe mồm chúng nó nói
Hãy kiểm tra việc chúng nó làm

Đây: “Hãy dành những gì tốt đẹp nhất cho trẻ em” đây!

Tổ sư lũ khốn!"
72,"Lại chuyện suy thoái, tha hóa trong giáo dục!

http://news4.vnay.com.vn/v3/share_article/24118867/b76de5596760a9e71efe03bf29a30d55f0e014da.html?shared_uid=12025718&utm_source=facebook&utm_medium=main_android&utm_campaign=client_share&share=MjU0ODU0NDg%3D&fbclid=IwAR1oRw4NiczBf2Sy7k5KJGf3jP9eLcfAAKzWhDHgGVlMTEGU1Rs-mpInxi0

NEWS4.VNAY.COM.VN
Chuyển trường cô giáo ""đuổi học sinh vì... bố thợ xây, mẹ bán hàng"""
73,https://www.facebook.com/photo.php?fbid=284201832500931&set=a.132126351041814&type=3&theater
74,"Tác giả Hoàng Phong
bình luận bên trang Tiếng Dân:

Tôi hỏi một đứa cháu sắp học xong lớp 12 : nhân vật văn học nào gây ấn tượng nhất với cháu? Đứa cháu trả lời ngay:

– “Dạ, Chí Phèo và Bá Kiến”

– ”Cháu có thích Chí Phèo?”

– ""Dạ thích. Chí Phèo là nạn nhân của nhà giàu. nhưng nhà giàu nhà có chó. Muốn giết nhà giàu ta cần uống rượu cho say mới cóKhác gan trả thù.”

– “Còn Thị Nở ?”

– “Dạ bà đó khùng mới thương đứa nghèo, thời nay con gái thích đại gia”.

– “Ngoài chương trình môn văn ở trường cháu thích đọc loại sách nào?

– “Cháu không thích đọc sách. Văn chương có nhiều khi không đúng. Bà út Tịch nói “Đánh Mỹ còn cái lai quần cũng đánh” mà bây giờ người ta cho con qua Mỹ học. Cháu thích chơi games hơn.”

Thật bi đát khi thế hệ trẻ không còn tin vào nhà trường, vào những gì thầy cô giảng dạy.

https://www.facebook.com/photo.php?fbid=2088379707906173&set=a.285902364820592&type=3&theater"
75,"http://danlambaovn.blogspot.com/2018/11/triet-ly-giao-duc-la-gi-giao-duc-la-gi.html#more

Triết lý giáo dục là gì? giáo dục là gì? - Dân Làm Báo

Triết lý giáo dục là gì? giáo dục là gì? - Dân Làm Báo

Triết lý giáo dục là gì? giáo dục là gì? - Dân Làm Báo

Triết lý giáo dục là gì? giáo dục là gì? - Dân Làm Báo

Triết lý giáo dục là gì? giáo dục là gì? - Dân Làm Báo

Xem thêm tại
danlambaovn.blogspot.com"
76,"https://www.youtube.com/watch?v=gi7hRGaelV8

YOUTUBE.COM
Còn chờ gì nữa mà không giải tán Bộ Giáo dục?"
77,"Võ Hồng Ly

24.11.2018

Đọc mà tê tái cõi lòng
Giáo dục tệ hại trông mong cái gì !
Đám người giả dối ngu si
Tình người không có lấy gì dạy ai ?

Trường chuẩn đào tạo ngày maiKhác
Có tài thiếu đức càng thêm hại nhiều
Chỉ lo thành tích mỹ miều
Bỏ mặc lớp trẻ lội ""thiên đường mù"" !

VHL

https://www.facebook.com/photo.php?fbid=159973914961459&set=a.113314629627388&type=3&theater

Võ Hồng Ly cùng với Hồng Ly SG.
24 tháng 11, 2018 lúc 17:10 ·

24.11.2018

Đọc mà tê tái cõi lòng
Giáo dục tệ hại trông mong cái gì !
Đám người giả dối ngu si
Tình người không có lấy gì dạy ai ?

Trường chuẩn đào tạo ngày mai
Có tài thiếu đức càng thêm hại nhiều
Chỉ lo thành tích mỹ miều
Bỏ mặc lớp trẻ lội ""thiên đường mù"" !

VHL"
78,https://www.facebook.com/permalink.php?story_fbid=775446362796806&id=100009943482698
79,"Theo Tổng tịch thì đất nước ta chưa bao giờ có được cơ đồ, vị thế, uy tín như ngày hôm nay. Còn trường hợp các cháu nhỏ phải đi học như thế này hoặc phải đu dây qua sông để đến lớp ... thì chắc lại là cái lýKhác chúng ta đang ở thời kỳ quá độ tiến lên CNXH! Thời kỳ quá độ 73 năm rồi mà vẫn như thế thì không biết Tổng tịch kiên định đến bao giờ nữa??? Nhà cầm quyền bỏ ra hàng chục nghìn tỷ để xây những dự án và tượng đài có ý nghĩa gì, phục vụ ai, khi mà sinh mạng con người chỉ như cái móng tay?
https://www.facebook.com/Lieutue/videos/2013401965617139/

Liễu Tuế
9 tháng 10, 2018 lúc 04:17 ·

Bỏ vài chục nghìn tỷ ra cải cách sách giáo khoa làm cái gì trong khi đường đi lấy kinh của cháu rất vất vả. Thiết nghĩ chắc trong đầu đứa trẻ này chỉ mong tuyến đường tới trường nhanh chóng được cải cách nhanh như sách giáo khoa Vuông-Tròn-Méo thôi"
80,"Những dự án, tượng đài nghìn tỷ, nhà hát 1500 tỷđ để làm gì, phục vụ ai, đánh bóng ai??? Trong khi 150452 phòng học lán tre, nhiều nơi trên đất nước học sinh đi học trong mùa lũ lụt thiếu cầu phải đu dây, bệnhKhác viện quá tải người bệnh phải nằm ngoài hè ...

https://dantri.com.vn/giao-duc-khuyen-hoc/ca-nuoc-con-toi-150452-phong-hoc-tranh-tre-nua-la-tam-nho-muon-thue-20181014080830662.htm

DANTRI.COM.VN
Cả nước còn tới 150.452 phòng học tranh tre nứa lá, tạm, nhờ, mượn, thuê"
81,https://www.facebook.com/304836720322313/videos/194928621301419/UzpfSTMwNDgzNjcyMDMyMjMxMzpWSzoxOTQ5Mjg2MjEzMDE0MTk/
82,Ảnh đại diện HGCCVA đến kính viếng hương hồn cụ Đỗ Văn Ngải (thân sinh của thầy giáo Đỗ Việt Khoa) và chia buồn cùng gia quyến.
83,"https://www.youtube.com/watch?v=rZQylr3LvEI

YOUTUBE.COM
Huy Đức Thần Sấm Sét: Hồ Ngọc Đại phản quốc như thế nào?"
84,"https://www.youtube.com/watch?v=iLciRw_H6Ps

YOUTUBE.COM
GS Hồ Ngọc Đại copy kiểu chữ vuông tròn bên Tàu, đặt tên ""Công nghệ Giáo dục"" 4.0"
85,"https://www.facebook.com/photo.php?fbid=10155787465153181&set=a.456253528180&type=3&theater

Khanh Nguyen
1 tháng 9, 2018 lúc 13:09 ·"
86,"https://www.youtube.com/watch?v=B2Zvhu8Nvdc

YOUTUBE.COM
Sơ Thu Hương nói về phát ngôn của ""Con rể Lê Duẩn"": Công nghệ Tiếng Việt là VĨNH VIỄN@ NTN NEWS"
87,"https://www.facebook.com/Dawsonle67/posts/427520061107177?__xts__[0]=68.ARBfIL_pbIHGNX7ofRaReR1P2gxvlxJ4dMZYxVFSGHtGprTmSmFYdYWslLXvOAE-LJsZ9AKcRd_hWuQeiVALtrYKa75ldiMMrYKbr9rMWyK-1nv34hR4p4uC6YzJTDIcb37vjr0yAphcY55xiSDbs4Qosdv9zFJovbQTbsE2T4FgHrCcQFDgU_uQJuJiL2fQ6TE_bRssEtUQKhSMz8z_QSgmpKzmBYmUZXNMWoKw&__tn__=-R

Vuong Phuong Le
10 tháng 9, 2018 lúc 15:41 ·

KHI NGƯỜI DÂN QUYẾT VUÔNG TRÒN TRÒN VUÔNG,Hôm nay 10.9.2018 ở xã Quỳnh Yên , Huyện Quỳnh Lưu , Tỉnh Nghệ An có những lớp học không học sinh , giáo viên ngồi đợi mỏi mòn nhưng các em không đến,người dân các tỉnh khác chờ gì mà ko TẨY CHAY (Nguồn Anthanh Linhgiang)"
88,https://www.facebook.com/nqshvietnam/videos/281392809133251/UzpfSTEwMDAwNTg5NzUwNDYyMzo5ODk3MzMwODc4OTk5MzI/
89,https://www.facebook.com/bich.trang.526875/videos/165756700974640/UzpfSTEwMDAxNTQ3NTYwMDU1ODo0Mjc4MTgzMDc3NDQwMTk/
90,"https://www.facebook.com/PhogiaosuBuihien/videos/683620881995808/UzpfSTEwMDAwMzYyNjgzMjE2NjoxMzQyMTg1MDk5MjQ1NzA1/

Bùi Hiền đã phát trực tiếp.
11 tháng 9, 2018 lúc 03:15 ·

Ý kiến phản biện của cháu Cát Linh, sinh viên Đại học Sư phạm Hà Nội về Tiếng Việt cải cách và Tiếng Việt công nghệ của Tôi và giáo sư Hồ Ngọc Đại"
91,"http://xahoi24gio.info/2018/09/02/tac-gia-sach-giao-khoa-lop-1-bo-50-trieu-dong-thue-luat-su-lach-luat-trien-khai-dai-tra-tieng-viet-lop-1%E2%80%B3/

XAHOI24GIO.INFO
Tác giả sách giáo khoa lớp 1: “Bỏ 50 triệu đồng thuê luật sư “lách luật” triển khai đại trà Tiếng Việt lớp 1″ - Thông tin"
92,"https://www.facebook.com/permalink.php?story_fbid=2113557478898963&id=100007341932375&Khác__xts__[0]=68.ARAsBMRnMEEtbmoY1CvaEaRDqpgJzHJ93jcBNTneNmWEsJInmQJofkOqW43l4uVDc-yiRadfZ4az_MuieJndSGFPzxsLCdTsrkisgLVvVqE70AMs9eDFMoYnlgOly6qAGoZ2HGuZ7HZ-emoQXhp-54YIAVt7D4vsvglwH73C1I0vZBYC3AGbVEnUN5IzY8WA8JZ7kkdFlG4O_flI2V0zAOBBeX52MksNfs6hmtyBmA&__tn__=-R

Tấn Đỗ Huy
7 tháng 9, 2018 lúc 11:02 ·

Hôm nay có đoàn cấp trên về kiểm tra đột xuất, thế là cả trường nhốn nháo làm tổng vệ sinh rất rôm rả, cô giáo dặn đi dặn lại: Không em nào được nói hớ một câu gì nhé! Chỉ cần lỡ mồm “trường mình hôm nay sạch thế là chết rồi, nếu ai hỏi các em phải nói là trường mình ngày nào cũng quét dọn sạch sẽ y như hôm nay”."
93,"https://www.facebook.com/dannoi.tv/videos/293648887900633/

Dân Nói
4 tháng 9, 2018 lúc 10:59 ·

Một kiểu cải cách Tiếng Việt đi ngược lại Văn Hóa của Dân Tộc
https://youtu.be/dRNYCEWc4Cc

Julio Quang
4.9"
94,"https://boxitvn.blogspot.com/2018/09/tuyen-bo-ot-5.html

BOXITVN.BLOGSPOT.COM
TUYÊN BỐ - ĐỢT 5"
95,"https://www.facebook.com/TuyenVanHoaOfficial/videos/1736135703358220/

Tuyền Văn Hóa
1 tháng 12, 2017 lúc 04:53 ·

Hệ lụy to lớn nếu ""tiếng Việt mới"" được thông qua nó không còn là câu chuyện học chữ nữa mà nó có thể HỦY HOẠI VĂN HÓA!

- Tổng hợp quan điểm từ: GS Trần Đình Sử"
96,"https://www.facebook.com/conggiaoonline/videos/1415781665223119/

Tôi Là Người Công Giáo
31 tháng 8, 2018 lúc 17:46 ·

Mời bạn nghe ca khúc "" Tiếng Nước tôi "" của Nhạc sỹ Phạm Duy St 1975
Xin hãy đừng "" Im Lặng"" ,hãy lên tiếng để cùng nhau gìn giữ ""Tiếng Việt "" ,tiếng Mẹ xin từ lúc nằm nôi"
97,"http://xahoi24gio.info/2018/09/03/tra-loi-chinh-thuc-cua-vien-ngon-ngu-hoc-ve-de-xuat-cai-cach-chu-viet-cua-ong-bui-hien/

XAHOI24GIO.INFO
Trả lời chính thức của Viện Ngôn ngữ học về đề xuất cải cách chữ viết của ông Bùi Hiền - Thông tin"
98,"https://www.youtube.com/watch?v=IpDAgJJCPP8&feature=youtu.be

YOUTUBE.COM
CẦN MINH BẠCH SỰ THẬT HỒ CHÍ MINH LÀ AI?"
99,"https://chantroimoimedia.com/2018/08/14/kinh-doanh-giao-duc-chi-vi-loi-nhuan-la-mot-toi-ac/

CHANTROIMOIMEDIA.COM
Kinh doanh giáo dục chỉ vì lợi nhuận là một tội ác | Chân Trời Mới Media"
100,"https://www.facebook.com/photo.php?fbid=2120595194871885&set=a.1438314323099979.1073741828.100007642758764&type=3&theater

Ánh Phan
25 tháng 7, 2018 lúc 08:38 ·

Hãy quan tâm đến thầy Vũ Khắc Ngọc!

Đây là thầy Vũ Khắc Ngọc người tố cáo hành vi gian lận điểm thi ở Hà Giang. Thầy đang bị khủng bố đe dọa và đã lên tiếng cầu cứu cộng đồng quan tâm sự an nguy của thầy! MongKhác mọi người lên tiếng để bảo vệ người thầy liêm chính này. Đừng để những người giống như thầy lạnh lòng vì vô cảm của xã hội!

Ở thời buổi toàn sự giả dối bẩn thủi thì một người dám đứng lên làm chứng cho sự thật chống lại sự giả dối đó thực sự là viên Ngọc quý. Vì vậy xin mọi người hãy quan tâm đến thầy một chút để thầy biết thầy đã làm đúng và chúng ta biết ơn vì điều đó!"
101,"KHẨN KHẨN.mọi người thông báo cho nhau, cho trẻ em và học sinh các trường ... nhé.sưu tầm nhé !
SỰ THẬT KINH HOÀNG
https://www.facebook.com/gumacfashion/videos/951452828337837/"
102,"Xã hội Việt Nam dưới sự lãnh đạo ""toàn diện, trực tiếp, tuyệt đối của đảng"" lĩnh vực nào cũng nát, nhưng đau lòng nhất là nền tảng giáo dục tan nát :

https://www.youtube.com/watch?v=s6EAdcsQJNo

YOUTUBE.COM
Nền giáo dục Việt Nam - Nát quá rồi!"
103,"https://www.youtube.com/watch?v=1rEHO8wY220

YOUTUBE.COM
Một nền giáo dục khổ sai - Bài học đau lòng từ trường Nguyễn Khuyến"
104,"Giáo viên phá thai để góp phần giữ ""thành tích"" cho các trường ở chốn thiên đường XHCN ?!!!

https://vnexpress.net/tin-tuc/giao-duc/hieu-truong-truong-mam-non-bi-to-cao-ep-giao-vien-pha-thai-3736500.html

VNEXPRESS.NET
Hiệu trưởng trường mầm non bị tố cáo ép giáo viên phá thai - VnExpress"
