,content
717,"NHÀ CẦM QUYỀN HUẾ LẠI DÙNG CHIÊU TRÒ "" QUẦN CHÚNG TỰ PHÁT"" QUẤY RỐI ĐAN VIỆN THIÊN AN!

Xin cùng cầu nguyện và lên tiếng cho các thầy.

Lúc 16g45,10.08.2020, hàng chục cán bộ xã và hội nông dân phụ nữ thanh niên xã Thuỷ Bằng kéo nhau vào trong nội vi Đan viện Thiên An ở khu vực Đồi Thánh giá với nhiều băng rôn xanh đỏ và bộ mặt đầy sát khí. Họ dùng những lời lẽ khiêu khích, nội dùng băng rôn bịa đặt, vu khống Đan Viện. Họ kêu la hò hét gây mất an ninh và phá hoại sự trang nghiêm nơi chốn nhà tu.

Thấy họ vào đông các thầy đã xuống và đứng đọc kinh ở Đồi Thánh Giá.

Đan viện Thiên An hiện hữu tại đây được 80 năm. Các thầy đã ra công cải tạo một vùng đấy hoang vu, cằn cỗi, không ai đoái hoài... trở nên một nơi đầy cây xanh, giúp cải thiện và bảo vệ môi trường, nơi mọi người muốn đến thăm... Vậy hà cớ gì cho rằng vu khống các thầy chiếm đất?

Xin cầu nguyện cho các thầy!

Tin Mừng cho người nghèo"
718,"NHÀ CẦM QUYỀN THỪA THIÊN HUẾ SỬ DỤNG “QUẦN CHÚNG TỰ PHÁT” TẤN CÔNG ĐAN VIỆN THIÊN AN

#TNCG - Lúc 16g45 hôm nay (10.08), đông đảo cán bộ xã và hội nông dân, phụ nữ, thanh niên xã Thuỷ Bằng kéo nhau vào trong nội vi Đan viện Thiên An ở khu vực Đồi Thánh giá với nhiều băng rôn xanh đỏ và bộ mặt đầy sát khí. Những người này dùng những lời lẽ khiêu khích, nội dùng băng rôn bịa đặt, vu khống Đan Viện. Họ kêu la hò hét gây mất an ninh và phá hoại sự trang nghiêm nơi chốn nhà tu.

Thấy họ vào đông các thầy đã xuống và đứng đọc kinh ở Đồi Thánh Giá. Đám người này vẫn ngoan cố kêu la hò hét khoảng 30 phút rồi về và hăm dọa ngày mai tiếp…"
719,"GỬI CÂU CHUYỆN NGẮN ĐẾN CÁC BẠN TRẺ ĐANG CĂNG THẲNG VÌ THI TỐT NGHIỆP

Tôi lên giường ngủ lúc 11 giờ khuya, bên ngoài trời đang có tuyết rơi. Tôi co ro rúc vào trong chăn, cầm chiếc đồng hồ báo thức lên xem thì phát hiện nó đã ngừng hoạt động từ lúc nào, tôi đã quên không mua pin cho nó.

Bên ngoài trời lạnh như thế, tôi quả thực không muốn phải ngồi dậy, liền gọi điện thoại cho mẹ: “Mẹ ơi, đồng hồ báo thức của con hết pin rồi, ngày mai con có cuộc họp công ty, khoảng 6 giờ mẹ gọi điện đánh thức con dậy nhé!”.

Mẹ ở đầu dây bên kia giọng như đang ngái ngủ, nói: “Được rồi, mẹ biết rồi!”.

Sáng hôm sau, điện thoại báo thức…"
720,"19 THÁNG VƯỜN RAU LỘC HƯNG TRẢI QUA CƠN TÀN KHỐC

#TNCG - 19 tháng trôi qua, người dân Vườn rau Lộc Hưng sống trong nỗi thống khổ vì bị mất nhà, mất đất, mất nguồn sống do bị “cưỡng chế” đuổi người, phá nhà, chiếm đất, huỷ hoại tài sản, hoa màu... một cách trái pháp luật!

Cưỡng chế tháo dỡ 503 căn nhà của dân mà không hề có Quyết định cưỡng chế! Thu hồi hơn 48.000m2 đất có chủ sử dụng mà không hề có Quyết định thu hồi đất, không phương án đền bù, tái định cư...

Khi bị chất vấn thì Chủ tịch UBND Phường 6 (Quận Tân Bình) trả lời: “Chúng tôi chỉ cưỡng chế tháo dỡ nhà xây dựng không phép chứ không thu hồi đất” nhưng thực tế họ chiếm giữ toàn bộ diện tích khu đất, ngăn cản bằng vũ lực không cho…"
721,"Đừng Sợ! - Lm. Antôn Đặng Hữu Nam

Bài giảng CN XIX TN A"
722,"#TNCG - NÀO TA CÙNG KHEN HỌ GIỎI ... GHÉP HÌNH CŨ ĐỂ LỪA DÂN

Hình 1: Công an của đảng làm theo lời bác, chống dịch Tàu như không chống giặc Trung cộng.
Hình 2: Bác làm theo công an của đảng mặc áo phao luyện tập chống dân.

Chia sẻ thật mạnh để giúp lan tòa hình ảnh công an trọn đời đi theo đảng...."
723,"HỌ ĐỀU QUỶ QUYỆT NHƯ NHAU

#TNCG - Chuyện là những kẻ đam mê cộng sản và yêu thích làm tay sai cho Trung Quốc nhưng lại cho con cháu sang học tập, sinh sống ở các nước Tư bản, làm công dân Hoa Kỳ.

Những kẻ như vậy dù ở HongKong hay ở Việt Nam đều lật lọng, dối trá, độc ác, man rợ với đồng bào của mình như nhau. Chúng tham quyền cố vị để vơ vét đến đồng xu cuối cùng từ xương máu, mồ hôi và tài nguyên Quốc gia để cho con cháu chúng xây dựng cơ đồ ở các nước mà hàng ngày, chúng lừa bịp với nhân dân rằng nơi ấy rất tồi tệ, xấu xa.

Rõ là cộng sản toàn thế giới đều giống ác quỷ như nhau.

P/s: Hình ảnh hai mẹ con bà Lâm trưởng khu HongKong, mẹ làm tay sai Trung cộng và con sống ở Hoa Kỳ."
724,"Theo Ngân Hàng Thế Giới (World Bank) trước năm 1999 diện tích Việt Nam gồm 325.049 km².

Sau năm 2000, tức sau Hiệp định biên giới Việt Trung, diện tích đó chỉ còn 311.060 km², tức mất đi 13.989 km².

3 năm sau, không biết Nông Đức Mạnh đi đêm, ký kết gì với Trung cộng mà Việt Nam mất thêm 990 km², chỉ còn 310.070 km².

Vc bán nước ghê gớm chưa!

Tay vừa bán hơn chục ngàn cây số vuông đất đai ông cha để lại, mặt kẻ bán nước thì nhơn nhơn, hớn hở thề này nè:

https://www.facebook.com/100116885124812/photos/a.100826251720542/119676749835492/?type=3&theater

Theo FB Nguyễn Phan
--------------------------
Mời tập đoàn bò đỏ, lũ Dư Luận Viên vào phản ánh.

Tóm lại là ""thế lực thù địch"" bán nước hay là ""thế lực thân địch"" bán nước đây nhỉ?"
725,"#TNCG - XIN CẦU NGUYỆN CHO CHO NƯỚC MỸ VÀ THẾ GIỚI TRƯỚC NHỮNG THẢM HỌA NHÂN LOẠI NHƯ PHÁ THAI, ĐỐT KINH THÁNH...

BẢN TIN CÔNG GIÁO - News Catholic
August 8, 2020 at 10:25 AM ·

Tổng thống Trump ngỏ lời với người Công Giáo về tình hình hiện nay trên đài truyền hình EWTN
Tổng thống Donald Trump qua đài truyền hình Công Giáo EWTN vừa ngỏ lời với người Công Giáo Hoa Kỳ và trên thế giới và nhiều vấn đề đang diễn ra hiện nay và đặc biệt là cuộc bầu cử tổng thống sắp tới tại Mỹ.
Mục đích tối hậu của chúng tôi là rao giảng Tin Mừng qua mạng lưới điện toán toàn cầu. Chúng tôi không có ý định tham gia chính trị đảng phái.
Tuy nhiên, đứng trước một làn sóng tấn công rất quyết liệt vào Giáo Hội chúng ta như đốt nhà thờ, đốt sách Kinh Thánh, giật sập tượng và đủ thứ các thủ đoạn khác nhằm làm chúng ta câm nín, và khuất phục trước các nghị trình phò phá thai, an tử, hôn nhân đồng tính, chúng tôi nói không úp mở với quý vị và anh chị em rằng hãy dồn phiếu cho tổng thống phò sinh Donald Trump.
Và cuộc phỏng vấn này diễn ra tại Tòa Bạch Ốc giữa Tổng thống Trump và đài truyền hình Công Giáo EWTN giải thích với quý vị và anh chị em tại sao phải dồn phiếu cho Tổng thống Trump."
726,"NÊN HAY KHÔNG NÊN XÀI ""MÓN BLUEZONE"", MỜI ĐỌC KỸ TRƯỚC KHI QUÁ MUỘN

#TNCG - Theo như người ta quảng cáo, thì bluezone app có nguyên tắc hoạt động thông minh như sau:
""Bluez sẽ nhận tất cả thông tin của bạn khai báo qua điện thoại và sẽ tự động chia sẻ thông tin đó cho những người dùng chung quanh qua wifi, bluetooth, gps...""
Nhờ cơ chế này, nếu có một ""người dùng"" nào đó khai báo ""BỊ NHIỄM COVID"" thì khi bạn cầm điện thoại đã cài bluezone đến gần người bị Nhiễm, sẽ được cảnh báo bạn không nên đến gần vị trí đó.

Lý thuyết là vậy nhưng thực tế, Bluezone có làm được điều đó hay không thì chưa biết kết quả, mà chỉ thấy cả hệ thống tuyên truyền viên từ công sở đến quán cafe và hệ thống loa phường…"
727,"TỘI CỦA LÊ KHẢ PHIÊU

Báo chí đồng loạt loan tin ông Lê Khả Phiêu, nguyên Tổng Bí Thư đảng Cộng Sản Việt Nam (1997-2001) vừa qua đời vào lúc 2 giờ 52 phút sáng ngày 7 tháng Tám, 2020 sau nhiều năm bị bệnh nặng.

Lãnh đạo tốt của một quốc gia để lại di sản cho đất nước, nhưng lãnh đạo xấu thì để lại di hại muôn đời. Vậy ngoài tội làm lãnh đạo của một thể chế độc tài đi ngược lại quyền lợi của dân tộc, ông Phiêu còn có những “thành tích” bán nước nào đáng lưu ý? Hãy cùng xét lại cuộc đời chính trị của ông.

Ông Lê Khả Phiêu sinh năm 1931 tại Thanh Hóa, xuất thân là một quân nhân với cấp bậc sau cùng là thượng tướng, chủ nhiệm tổng cục chính trị Quân Đội Nhân Dân Việt Nam.

Tại đại hội đảng CSVN…"
728,"KHI LÃNH ĐẠO THÁO CHẠY

Kể từ tháng 4 năm ngoái, khi Nguyễn Phú Trọng bị tai biến ở đất cấm Thành Kiên Giang cho tới bây giờ 16 tháng, người ta chỉ đếm trên đầu ngón tay sự xuất hiện của vị lãnh tụ tối cao của đảng cầm quyền này trước màn hình tivi.

Mười sáu tháng qua, đất nước trải qua biết bao biến cố, vấn đề chủ quyền bị xâm phạm, bao nhiêu vấn đề nổi trội bức xúc trong dân chúng, vấn đề sai phạm nghiêm trọng trong ngành Tư pháp, đến đất nước đang lâm trọng bệnh bởi Virus Vũ Hán quay trở lại. Làm cho kinh tế gần như kiệt quệ, khi chính phủ lừa dân nhận hỗ trợ trên Tivi chưa xong đợt 1, và tới lần này. Ngoài vai trò lãnh tụ đảng chính trị là đảng cộng sản, Nguyễn Phú Trọng còn đảm thêm vai…"
729,"HỌ SỢ HÃI NÊN BẮT THÁO BỎ CHỨNG TÍCH ĐẬP PHÁ TƯỢNG CHÚA

#TNCG - Chiều ngày 07/8, khi mà người dân đang âu lo theo dõi tình hình dịch bệnh khắp nơi trên cả nước, thì Phó giám đốc công an tỉnh Thừa Thiên Huế và những kẻ tay sai lại rảnh rỗi đến Đan Viện Thiên An gây sự. Những kẻ vô thần này đã hung hăng ra lệnh bắt ép các Đan sĩ phá bỏ tấm bia mà các Đan sĩ dựng lên cạnh Tượng Thánh giá, vì nội dung trong tấm bia ghi lại những lần tượng Chúa chịu nạn đã bị cường quyền xúc phạm.
Chúng ta thừa hiểu bản chất của những kẻ độc tài là gian ác và hèn nhát, vì vậy sau khi đã gây tội ác, chúng sẽ tìm mọi cách để xóa tất cả bằng chứng. Đơn cử như việc chúng bắt người dân vào đồn, đánh đập tra tấn rồi… More"
730,"ĐỒNG CHÍ LÊ KHẢ PHIÊU ĐÃ ĐI GẶP MAO TRẠCH ĐÔNG VÀ MÁC LÊ NIN...

#TNCG - Có ai thương tiếc vô hạn với sự ra đi của đồng chí Phiêu, vì công lao to lớn xây dựng đảng cộng sản vinh quang thì cứ tự nhiên mà bày tỏ tình cảm. Bởi chúng tôi vẫn luôn hiểu và muốn giữ gìn truyền thống ""nghĩa tử là nghĩa tận"".

Tuy nhiên, chúng tôi nhắc cho những người chưa biết về điều này, rằng di sản và thành quả lớn nhất của đồng chí Lê Khả Phiêu để lại cho đảng cộng sản Trung Quốc chính là Hiệp Định Biên Giới 1999, khiến Việt Nam mất 720Km2 đất liền.

Như vậy, nếu nhìn ở góc độ lý tưởng cộng sản thì đồng chí Lê Khả Phiêu quả là vĩ đại, và đáng được sống mãi trong sự nghiệp XHCN. Cho nên các tín đồ cộng sản cần đề nghị đảng cho đặt tên đường, xây tượng đài nghìn tỷ và tôn thờ đồng chí Phiêu như đối với Hồ Chí Minh, Mao Trạch Đông, Lê Nin...

#VNkhongcongsan"
731,"CẢNH BÁO LỪA ĐẢO KIỂU MỚI ĐÁNG SỢ

#TNCG - Mọi người đọc kỹ và cảnh giác để khỏi bị mất tiền trong thẻ ATM nhé! Nên nhớ, Ngân hàng không được phép gọi bất kỳ cuộc điện thoại nào để điều tra thông tin trên tài khoản cá nhân khách hàng. Vì vậy, khi có vấn đề gì liên quan đến thông tin tài khoản, cứ đến thẳng ngân hàng để giải quyết. Tuyệt đối không làm việc qua điện thoại.

Sau đây là cách mà bọn lưu manh đã thực hiện với tôi.
Có 1 cuộc điện thoại gọi đến.
Tôi: Alo
BLM: Em chào chị Nguyễn Thị Phương Thảo. Em gọi điện từ ngân hàng Vietcombank. Dạ có 1 người vừa chuyển tiền đến số tài khoản của mình, nhưng chưa rõ là ai nên em gọi điện đến để xác minh bên người thụ hưởng để hoàn tất thủ tục thanh…"
732,"MỘT THANH NIÊN CÔNG GIÁO ĐÃ LÀM ĐIỀU HẾT SỨC NGẠC NHIÊN TRONG THỜI ĐẠI DỊCH BỊ CÁCH LY XÃ HỘI

#TNCG - Một thanh niên Công giáo đã tận dụng những ngày tháng bị cách ly xã hội do đại dịch COVID-19 đã chép tay bản Kinh thánh.

Regin Valsan là tên của anh thanh niên Công giáo này ở Kerala (Ấn Độ), người đã dùng những ngày bị cách ly xã hội, từ ngày 1 tháng 4 đến ngày 22 tháng 7, để chép tay toàn bộ bản Kinh thánh Công giáo.

Bản chép tay đã tạo sự kinh ngạc của các tín hữu trên mạng xã hội, chứa 73 cuốn sách Kinh Thánh và được viết bằng tiếng Malayalam là ngôn ngữ chính thức của bang Kerala.

Để hoàn thành công việc tuyệt vời này chỉ trong 113 ngày, Valsan đã phải sử dụng 32 cây bút và 2.755 tờ khổ…"
733,"NGUY HIỂM TỘT CÙNG ĐOẢNG ƠI

Các bạn có biết tại sao Trung cộng quyết liệt giành thầu đường cao tốc bắc nam không?
- Các bạn nghĩ nó cần mấy tỷ đô lời lãi ư? Muỗi!
- Các bạn sợ nó sẽ dây dưa kéo dài phá kinh tế ta ư? Chuyện vặt!

Nguyên nhân chính kinh khủng là đây nè:

DỌC ĐẤT NƯỚC từ Lạng Sơn đến Cà Mau hơn 2.000 km cao tốc, theo luật cứ 70 km được đặt một trạm thu phí (BOT).
Đương nhiên, Trung cộng đầu tư thì người Trung cộng được thu phí.
Mỗi trạm thu phí có ít nhất 100 đến 200 nhân viên từ Trung cộng sang.
Nó có quyền xây một khu nhà ở cho nhân viên trú ngụ.
Mỗi khu nhà ở ấy, chỉ sau ít năm lấy vợ, sinh con đẻ cái sẽ biến thành làng Trung cộng trên đất Việt Nam.
Làng ấy sẽ có trường học,…"
734,"QUÝ BẠN ĐỌC THÔNG CẢM, CÓ NHỮNG CÁI STT ĐĂNG LÊN LÀ ĐỂ #TNCG TÁCH CHIÊN VỚI DÊ.

Vì chúng con bị trách là để cho ""Bò đỏ"" vào chửi nhiều quá, trong khi chúng con ngày nào cũng rà soát và loại những kẻ ""nhận lương để chửi tục"" theo sự chỉ đạo của đoảng cộng sản mà đòi quang vinh muôn năm.

Nhắc mọi người không dùng ngôn ngữ tục tĩu để bình luận, vì FB sẽ tự động dấu.

P/s: Hình minh họa những kẻ bị cấm trong một ngày:"
735,"XIN QUÝ VỊ CẦU NGUYỆN CHO ĐỨC GIÁO HOÀNG DANH DỰ BÊNÊĐÍCTÔ 16

#TNCG - Theo một tờ báo Đức, Đức Giáo Hoàng danh dự Bênêđíctô thứ 16 bị bệnh vì nhiễm vi khuẩn và đang rất yếu.

Trích dẫn người viết tiểu sử Đức Bênêđíctô là nhà văn Peter Seewald, tờ báo Đức Passauer Neue Presse, gọi tắt là PNP, báo cáo hôm 3 tháng 8 rằng vị Giáo Hoàng danh dự 93 tuổi đang bị viêm quầng (erysipelas) trên mặt. Đó là một bệnh nhiễm trùng da gây ra ban đỏ, và đau đớn.
Bệnh nhiễm trùng này cũng có thể dẫn đến sốt, đau đầu và phù bạch huyết, và được điều trị bằng kháng sinh.

Seewald nói với PNP rằng Đức Bênêđíctô đã rất yếu đuối kể từ khi trở về Bavaria thăm bào huynh của ngài, là Đức Ông Georg Ratzinger, hồi tháng…"
736,#TNCG - ĐẠO ĐỨC VÀ NHÂN CÁCH CỦA CA SĨ TỪ LÒ XÃ HỘI CHỦ NGHĨA
737,"CON TRAI CỰU BÍ THƯ HÀ NỘI PHẠM QUANG NGHỊ THĂNG TIẾN THẦN TỐC

#TNCG - Ông Phạm Quang Thanh, 39 tuổi, con trai cựu Bí Thư Hà Nội Phạm Quang Nghị vừa được bổ nhiệm bí thư Huyện Ủy Sóc Sơn nhiệm kỳ 2020-2025.

Ông Phạm Quang Thanh, trước khi được điều động về Huyện Ủy Sóc Sơn hồi Tháng Tư, 2019, được ghi nhận từng làm tổng giám đốc tổng công ty du lịch Hà Nội. Mới ngồi ghế phó bí thư hơn một năm, thành tích của ông này được cho là không có gì nổi bật ngoài “gia thế là con trai cựu bí thư,” thì nay leo chức cao hơn.

Kể từ sau khi rời chức bí thư Thành Ủy Hà Nội hồi 2016, thỉnh thoảng, tên ông Nghị vẫn được công luận nhắc đến qua các vụ lùm xùm liên quan đến các con rể của ông này. Đơn cử như…"
738,"CÔNG DÂN BỊ ĐÁNH ĐẾN NGẤT TRONG TRỤ SỞ CA PHƯỜNG PHẢI NHẬP VIỆN

#TNCG - Ngày 26 Tháng Bảy, chị Ngô Thuý Nga đi cùng một người bạn tên Huỳnh Minh Hải Đăng đi taxi đến trụ sở công an phường Lào Cai để nộp phạt dùm cho một người bạn. Khi đến nơi, anh bạn đi vào trụ sở, chị Nga ngồi chờ trong xe.

Một lúc sau chị Nga thấy anh Đăng bị 1 nhóm người vừa đồng phục, vừa thường phục lao vào đánh tới tấp bằng gậy 3 khúc và một số vũ khí khác. Chứng kiến cảnh này chị Nga ngồi trong xe rút điện thoại quay lại được 1 lúc thì bị phát hiện, đám này xông tới lôi chị ra xe và khống chế, lôi chị vào trục sở.

Bên trong trụ sở, chị Nga bị còng tay và nhận những trận đòn vào đầu và mặt, bị bóp cổ để bắt chị…"
739,"CẢM ƠN NHỮNG CHIẾN BINH ÁO TRẮNG LẶNG LẼ CHỐNG DỊCH

#TNCG - Đây là những hình ảnh ngày 04/08/2020, một nam nhân viên y tế của Trung tâm cấp cứu Đà Nẵng kiệt sức đang được đồng nghiệp hỗ trợ. Xin gửi đến bạn lời cảm ơn và nguyện chúc bình an!

Nhìn những hình ảnh thấy các bác sĩ rất vất vả để chống dịch tại Đà Nẵng, khiến chúng ta nhớ lại nhớ những hình ảnh các bác sĩ đã chiến đấu với con Virus này ở Vũ Hán lúc tâm điểm của dịch bùng phát.

Thế nhưng đời rất oái ăm, các bác sĩ, y tá lăn lộn trong vòng hiểm nguy còn quan chức của đảng thì núp kín khua môi múa mép, để rồi sau này chen chúc sắp hàng dâng hoa báo công. Thậm chí là chia nhau bỏ túi viện trợ và nâng giá máy thở, khẩu trang, thuốc men... Ngẫm mà chạnh lòng cho một chế độ thối nát, bẩn bựa.

Ra vẻ kêu gọi dân phòng chống dịch nhưng cả đoàn đảng viên sáng nay họp hành tại Hà Nội có kẻ nào đeo khẩu trang đâu. Ý thức vậy mà nói ra thì cho Dư luận viên lao vào chửi tục?

Nguồn hình: Thái Văn Đường.
https://www.facebook.com/thanhnienconggiao/posts/3230606063675178?__tn__=-R"
740,"ĐÃ TỚI LÚC DẸP UỶ BAN ĐOÀN KẾT CÔNG GIÁO YÊU NƯỚC!

#TNCG - Đây là tiêu đề một mục trong cuốn hồi ký ""Những câu chuyện về một thời"" của đức cố giám mục Phaolô Lê Đắc Trọng, giám mục phụ tá Tổng Giáo phận Hà Nội.

Muốn hiểu lý do vì sao phải dẹp Uỷ ban đoàn kết công giáo, thiết nghĩ nên biết đôi chút về tổ chức này.

Ngày 11/3/1955, tại Hà Nội, Uỷ ban liên lạc những người Công giáo yêu tổ quốc, yêu hoà bình, do một số linh mục ""tập kết"" thành lập.

Ngay hôm sau, ngày 12/3/1955, toàn thể các đức giám mục miền Bắc đã cùng ký chung một văn thư cảnh giác các Kitô hữu về mối nguy hại mà uỷ ban này sẽ gây ra. Trong đó có đoạn: ""Phong trào những người công giáo kính Chúa yêu tổ quốc và hoà bình, được…"
741,"#TNCG - NHÌN HÌNH ĐỦ HIỂU KHÔNG CẦN NÓI NHIỀU

Hình trên: Quan chức của đoảng quang vinh muôn năm.
Hình dưới: Bọn cường quốc đầu sọ thế giới họp G7 tại Paris."
742,"ĐÀN VOI LẶN LỘI ĐẾN TIỄN BIỆT ÂN NHÂN CỨU MẠNG HƠN MƯỜI NĂM TRƯỚC

#TNCG - Câu chuyện cảm động này được bắt đầu vào năm 1999, khi một đàn voi tại vườn quốc gia Nam Phi có nguy cơ bị giết hại, chúng đã may mắn gặp được một vị ân nhân cứu mạng – ông Lawrence Anthony đã đưa chúng thoát khỏi nguy hiểm. Năm 2012, khi ông Lawrence qua đời, đàn voi này đã làm một việc khó mà tưởng tượng được: 21 con voi đi bộ suốt 12 giờ đồng hồ đến trước cửa căn nhà gỗ mà ông Lawrence sống khi sinh thời để tiễn đưa ông.

Vậy mà tại Việt Nam này, có một loại người gọi là ""cộng sản"" đã được dân góp vàng, góp gạo nuôi nấng và chăm sóc. Đến khi cách mạng thành công, chúng mang ân nhân và cả cha mẹ ra đấu tố, giết bỏ…"
743,"ĐẠO ĐỨC VĂN MINH KÍNH TRÊN NHƯỜNG DƯỚI CỦA ĐẢNG CƯỚP

#TNCG - Suốt ngày ra rả của dân, do dân, vì dân, chăm lo cho dân.... Thế mà đất của dân đảng danh ăn hết để dân phải sống cảnh màn trời chiếu đất thế này.

Video ghi cảnh cụ bà 90 tuổi ở thành phố Cẩm phá, Quảng Ninh.

Video: Truyền Thông Quảng Ninh"
744,"ĐỨC CỐ TGM PHILIPPHÊ NGUYỄN KIM ĐIỀN ĐÃ TỬ ĐẠO THẾ NÀO ?

Rõ ràng là bị đầu độc chết rồi:

Vì vụ việc có nhiều ám muội (lúc Ðức TGM Ðiền qua đời xong, môi miệng Ngài tím bầm, 2 tay cũng tím thẫm), nên có một nữ tu kín đáo theo dõi cô y tá vừa cho Ngài uống thuốc, đã đi theo cô và nghe được câu nói rất quan trọng nầy của cô khi cô gọi điện thoại cho cấp trên: “Vụ việc đã hoàn thành”. Nữ tu ấy nay còn sống ở Huế.

Bài của Lm Tađêô Nguyễn Văn Lý,

Năm 1975, Ðức TGM Ðiền không hề bị một bệnh nào, chỉ thỉnh thoảng bị cảm lạnh. Nhưng chịu quá nhiều phiền toái do CSVN gây ra như bị ép buộc ký giấy trao cho CSVN sử dụng hầu hết các cơ sở giáo dục và từ thiện của Giáo phận, bị triệu tập làm việc suốt 120…"
745,"NGƯỜI PHẬT TỬ ĐẶC BIỆT VỪA GIA NHẬP CÔNG GIÁO

#TNCG - Vào lúc 6g15, chiều 1/8/2020, trong một thánh lễ trọng thể tại nhà thờ Chúa Kitô (quen gọi là nhà thờ kính), thuộc giáo phận Orange - Hoa Kỳ, ông Nguyễn Phúc Liên Thành đã lãnh nhận bí tích thanh tẩy ra nhập đạo Công giáo và nhận thánh Phaolô tông đồ làm bổn mạng.

Ông Phaolô Nguyễn Phúc Liên Thành sinh ra trong một gia đình hoàng tộc có truyền thống Phật giáo lâu đời, và đã làm lễ quy y với pháp danh Nguyên tịnh.

Ông là tác giả cuốn sách Biến động miền Trung kể về những biến động tại Huế thập niên 60 của thế kỷ trước, lúc đó ông đang làm ty trưởng cảnh sát Thừa Thiên - Huế.

Chúc mừng và cầu xin Chúa luôn gìn giữ và đồng hành cùng ông trong cuộc lữ hành đức tin mà ông vừa khởi đầu.

Nguồn: FB Nguyễn Ngọc Nam Phong"
746,"HẬU QUẢ GÌ KHI THÔNG TIN CÁ NHÂN RƠI VÀO TAY NHỮNG KẺ ĐỘC TÀI GIAN ÁC

#TNCG - Nếu bạn không loại trừ chúng, chúng sẽ trừ khử bạn bất kể lúc nào, vì đó là bản chất của những nhà nước côn đồ đảng trị.

Câu chuyện gây lo lắng những ngày qua, một số người ở các quốc gia trên thế giới như Hoa Kỳ, Nhật Bản, Hàn Quốc... đã nhận được những gói hàng đến từ Trung cộng, dù họ không hề đặt mua. Bên trong các gọi hàng là những hạt giống lạ và sau đó cảnh sát đã thông báo nếu nhận được loại hàng thế này, chớ có mở ra mà sẽ gặp nguy hiểm cho mình và người thân.

Các bạn có đật dấu hỏi là vì sao kẻ gian lại có được những địa chỉ của từng cá nhân để gửi hàng như vậy?
Đơn giản là vì những phần mềm (app) của…"
747,"#TNCG - XIN CHÚA BAN THÊM SỨC MẠNH VÀ GÌN GIỮ CÁC BÁC SĨ ĐANG NGÀY ĐÊM GIÚP DÂN DIỆT VIRUS VŨ HÁN!

P/s: Thông tin Covid19 tại Việt Nam có 621 người nhiễm và 06 người tử vong gồm 04 người tại Đà Nẵng và 02 người tại Quảng Nam."
748,"ANH EM HÃY CHO HỌ ĂN - LM. ANTÔN ĐẶNG HỮU NĂM

BÀI GIẢNG CN XVIII TN A"
749,"#TNCG - Ông Đam à, tại sao ông lại chủ quan trước lưỡi hãi tử thần như vậy?

Chúng ta đều là con người, thân xác yếu mềm, tại sao ông không dùng những lời lẽ chính đáng để người dân cẩn thận hơn với nguồn dịch đáng sợ này mà lại còn phô trương, nổ tung nóc nhà khiến người dân lơ là lâm cảnh dịch bệnh bùng phát như nay."
750,"XIN CẦU NGUYỆN CHO BÉ GÁI CÙNG GIA ĐÌNH

#TNCG - Theo tin từ trung tâm y tế Đà Nẵng, đã phát hiện một bé gái 20 tháng tuổi mắc COVID-19, đang được cách ly tại Khu cách ly Trung tâm Y tế huyện Hòa Vang. Đây là bệnh nhân nhỏ tuổi nhất nhiễm Covid-19 ở Việt Nam.

Bé được xác định lây nhiễm từ bà nội do thường xuyên chơi với bà trước khi bà phát bệnh và được xét nghiệm.

Chúng ta cùng cầu nguyện cho bé và tất cả mọi người đang bị nhiễm Virus Vũ Hán.
Xin cầu nguyện cho cả các bác sĩ đang ở tuyến đầu rất nguy hiểm trong lúc này!"
751,"#TNCG - NHẮC NHAU ĐEO KHẨU TRANG ĐÚNG CÁCH NHA MỌI NGƯỜI❣️❣️❣️❣️❣️

P/s: Đừng đeo theo cách ""đối phó"" như ông Phúc thủ tướng và cán bộ trong hình."
752,"GỬI NHỮNG MỤC TỬ ĐANG NUÔNG CHIỀU THEO LỜI CỦA ĐẢNG CỘNG SẢN

#TNCG - Chuyện cũ mà vẫn mới vì tấm gương của vị linh mục Ba Lan quá tuyệt vời, mãi mãi đáng cho các vị mục tử và chúng ta noi theo:
Năm 1980, Công Đoàn Đoàn Kết (CĐĐK) Ba Lan được thành lập. Hai năm sau, quốc hội Ba Lan (lúc đó còn theo chủ nghĩa xã hội) quyết định giải tán. Nhưng Công Đoàn vẫn hoạt động. Ngày 14 tháng 06 năm 1987 Đức Thánh Giáo Hoàng Gioan Phaolô II đã về thăm quê hương Ba Lan và biểu lộ sự ủng hộ CĐĐK.
Có một câu chuyện rất hay về một vị linh mục ủng hộ phong trào này.
Chiều thứ 7, mật vụ Ba Lan vào nhà xứ gặp Cha và nói: ""Ngày mai trong bài giảng, ông phải bảo dân chúng không được đi biểu tình ủng hộ CĐĐK"".… More"
753,"HÌNH ẢNH NÀY CHỤP ĐỂ ĐÙA VUI THÔI, KHÔNG PHẢI LÀ CẢNH THẬT ĐÂU.

Bởi vì không có ai lại đi nằm ngủ trên bậc tam cấp. Mong cộng đồng đừng ném đá những người đang ở tuyến đầu trong trận dịch.

#TNCG"
